"task_id","domain_id","prompt","possible_answers","correct_answer","path_to_media"
10172,52,"Who composed this piece ?","Frederic Chopin, Wolfgang Amadeus Mozart, Jules Massenet, Johannes Brahms, Johann Strauss II","Jules Massenet","classical_composition/massenet_meditation.mp3"
10173,52,"Who composed this piece ?","Carl Orff, Claude Debussy, Piotr Ilyich Tchaikovsky, Antonio Vivaldi, Ludwig van Beethoven","Carl Orff","classical_composition/orff_fortuna.mp3"
10174,52,"Who composed this piece ?","Wolfgang Amadeus Mozart, Carl Orff, Ludwig van Beethoven, Johann Sebastian Bach, Frederic Chopin","Wolfgang Amadeus Mozart","classical_composition/mozart_alla_turca.mp3"
10175,52,"Who composed this piece ?","George Frideric Handel, Johannes Brahms, Carl Orff, Piotr Ilyich Tchaikovsky, Frederic Chopin","George Frideric Handel","classical_composition/handel_messiah.mp3"
10176,52,"Who composed this piece ?","Wolfgang Amadeus Mozart, Edvard Grieg, Carl Orff, Jules Massenet, Ludwig van Beethoven","Ludwig van Beethoven","classical_composition/beethoven_symphony_5.mp3"
10177,52,"Who composed this piece ?","Edvard Grieg, Antonio Vivaldi, Frederic Chopin, Jules Massenet, Wolfgang Amadeus Mozart","Wolfgang Amadeus Mozart","classical_composition/mozart_piano_concerto_21.mp3"
10178,52,"Who composed this piece ?","Claude Debussy, Edvard Grieg, Wolfgang Amadeus Mozart, Antonio Vivaldi, Richard Wagner","Wolfgang Amadeus Mozart","classical_composition/mozart_overture.mp3"
10179,52,"Who composed this piece ?","Johannes Brahms, Frederic Chopin, Wolfgang Amadeus Mozart, Antonio Vivaldi, Johann Strauss II","Johann Strauss II","classical_composition/strauss_danube.mp3"
10180,34,"What is the name of this constellation?","Orion, Horologium, Aquarius, Virgo, Apus","Orion","constellation_name/constellation_Orion.jpg"
10181,34,"What is the name of this constellation?","Cygnus,Taurus,Sextans, Aries, Aquila","Cygnus","constellation_name/constellation_Cygnus.jpg"
10182,34,"What is the name of this constellation?","Saggitarius, Octans, Mensa, Aquila,Scorpius","Sagittarius","constellation_name/constellation_Sagittarius.jpg"
10183,34,"What is the name of this constellation?","Leo, Lupus, Apus, Columba, Gemini","Leo","constellation_name/constellation_Leo.jpg"
10184,34,"What is the name of this constellation?","Aries, Norma, Scorpius, Pictor, Aquarius","Aries","constellation_name/constellation_Aries.jpg"
10185,34,"What is the name of this constellation?","Scorpius, Scutum, Vulpecula, Virgo, Apus","Scorpius","constellation_name/constellation_Scorpius.jpg"
10186,34,"What is the name of this constellation?","Lyra, Triangulum, Scorpius, Octans, Scutum","Lyra","constellation_name/constellation_Lyra.jpg"
10187,34,"What is the name of this constellation?","Hercules, Grus, Ursa Minor, Aquila, Volans","Hercules","constellation_name/constellation_Hercules.jpg"
10188,34,"What is the name of this constellation?","Taurus, Norma, Pavo, Chamaeleon, Cepheus","Taurus","constellation_name/constellation_Taurus.jpg"
10189,34,"What is the name of this constellation?","Cassiopeia, Lupus, Indus, Crater, Lacerta","Cassiopeia","constellation_name/constellation_Cassiopeia.jpg"
10190,34,"What is the name of this constellation?","Pegasus, Sagittarius, Serpens, Ara, Aries","Pegasus","constellation_name/constellation_Pegasus.jpg"
10191,34,"What is the name of this constellation?","Draco, Crux, Phoenix, Piscis Austrinus, Cepheus","Draco","constellation_name/constellation_Draco.jpg"
10192,34,"What is the name of this constellation?","Libra, Tucana, Gemini, Reticulum, Norma","Libra","constellation_name/constellation_Libra.jpg"
10193,34,"What is the name of this constellation?","Capricornus, Carina, Andromeda, Monoceros, Equuleus","Capricornus","constellation_name/constellation_Capricornus.jpg"
10194,34,"What is the name of this constellation?","Virgo, Hercules, Crater, Vela, Canes Venatici","Virgo","constellation_name/constellation_Virgo.jpg"
10195,34,"What is the name of this constellation?","Ursa Major, Antlia, Andromeda, Camelopardalis, Indus","Ursa Major","constellation_name/constellation_Ursa_Major.jpg"
10196,34,"What is the name of this constellation?","Gemini, Triangulum, Coma Berenices, Draco, Grus","Gemini","constellation_name/constellation_Gemini.jpg"
10197,34,"What is the name of this constellation?","Aquarius, Puppis, Telescopium, Crater, Lepus","Aquarius","constellation_name/constellation_Aquarius.jpg"
10198,34,"What is the name of this constellation?","Aquila, Eridanus, Vulpecula, Serpens, Aquarius","Aquila","constellation_name/constellation_Aquila.jpg"
10199,34,"What is the name of this constellation?","Canis Major, Scorpius, Crater, Columba, Gemini","Canis Major","constellation_name/constellation_CanisMajor.jpg"
10200,45,"What year was this building built in?","no answers","1648","construction_years/Taj_Mahal.png"
10201,45,"What year was this building built in?","no answers","1931","construction_years/Empire_State_Building.png"
10202,45,"What year was this building built in?","no answers","1648","construction_years/Red_Fort.png"
10203,45,"What year was this building built in?","no answers","2010","construction_years/Burj_Khalifa.png"
10204,45,"What year was this building built in?","no answers","1517","construction_years/Leaning_Tower_of_Pisa.png"
10205,45,"What year was this building built in?","no answers","1889","construction_years/Effiel_Tower.png"
10206,45,"What year was this building built in?","no answers","1924","construction_years/Gateway_of_India.png"
10207,45,"What year was this building built in?","no answers","1930","construction_years/Chrysler_Building.png"
10208,45,"What year was this building built in?","no answers","1973","construction_years/Willis_Tower.png"
10209,45,"What year was this building built in?","no answers","1420","construction_years/Forbidden_City.png"
10210,45,"What year was this building built in?","no answers","2004","construction_years/30_St_Mary_Axe.png"
10211,45,"What year was this building built in?","no answers","1800","construction_years/White_House.png"
10212,45,"What year was this building built in?","no answers","1902","construction_years/Flatiron.png"
10213,45,"What year was this building built in?","no answers","2004","construction_years/Taipei101.png"
10214,45,"What year was this building built in?","no answers","2010","construction_years/International_Commerce_Centre.png"
10215,45,"What year was this building built in?","no answers","1888","construction_years/Basilica_of_Sacred_Heart.png"
10216,45,"What year was this building built in?","no answers","1913","construction_years/Union.png"
10217,45,"What year was this building built in?","no answers","1996","construction_years/Petronas_Towers.png"
10218,45,"What year was this building built in?","no answers","1976","construction_years/John_Hancock.png"
10219,45,"What year was this building built in?","no answers","1973","construction_years/Sydney_Opera_House.png"
10220,33,"Which country is the bill from?","Burma,China,Laos,Mongolia,Taiwan","China","country_currency/currency1.jpg"
10221,33,"Which country is the bill from?","Argentina,India,Maldives,South Africa,Sri Lanka","India","country_currency/currency2.jpg"
10222,33,"Which country is the bill from?","Cameroon,Chile,Ecuador,Macau,United States of America","United States of America","country_currency/currency3.jpg"
10223,33,"Which country is the bill from?","Indonesia,Malaysia,Nepal,Romania,Yemen","Indonesia","country_currency/currency4.jpg"
10224,33,"Which country is the bill from?","Argentina,Bolivia,Brazil,Chile,Guyana","Brazil","country_currency/currency5.jpg"
10225,33,"Which country is the bill from?","Afghanistan,Burkina Faso,Kazakhstan,Pakistan,Qatar","Pakistan","country_currency/currency6.jpg"
10226,33,"Which country is the bill from?","Egypt,Nigeria,Suriname,Uruguay,Zimbabwe","Nigeria","country_currency/currency7.jpg"
10227,33,"Which country is the bill from?","Bangladesh,Burma,Iran,Kuwait,Tajikistan","Bangladesh","country_currency/currency8.jpg"
10228,33,"Which country is the bill from?","Belarus,Romania,Russia,Switzerland,Ukraine","Russia","country_currency/currency9.jpg"
10229,33,"Which country is the bill from?","Benin,China,Haiti,Japan,Malawi","Japan","country_currency/currency10.jpg"
10230,33,"Which country is the bill from?","Columbia,Cuba,Guyana,Honduras,Mexico","Mexico","country_currency/currency11.jpg"
10231,33,"Which country is the bill from?","Albania,Coasta Rica,Indonesia,Peru,Philippines","Philippines","country_currency/currency12.jpg"
10232,33,"Which country is the bill from?","Ethiopia,Kenya,Somalia,Sudan,Zimbabwe","Ethiopia","country_currency/currency13.jpg"
10233,33,"Which country is the bill from?","Combodia,El Salvador,Panama,Venezuela,Vietnam","Vietnam","country_currency/currency14.jpg"
10234,33,"Which country is the bill from?","Canada,Egypt,Israel,Paraguay,Russia","Egypt","country_currency/currency15.jpg"
10235,33,"Which country is the bill from?","Haiti,Hong Kong,Iran,Iraq,Malaysia","Iran","country_currency/currency16.jpg"
10236,33,"Which country is the bill from?","Mexico,Peru,Russia,Singapore,Turkey","Turkey","country_currency/currency17.jpg"
10237,33,"Which country is the bill from?","Bahamas,Barbados,Democratic Republic of Congo,Jamaica,Oman","Democratic Republic of Congo","country_currency/currency18.jpg"
10238,33,"Which country is the bill from?","Chile,Combodia,El Salvador,Laos,Thailand","Thailand","country_currency/currency19.jpg"
10239,33,"Which country is the bill from?","Canada,French Guiana,Panama,Saint Lucia,United Kingdom","United Kingdom","country_currency/currency20.jpg"
10240,41,"Which country does this flag belong to?","Burma,Democratic Republic Of Congo,Mexico,Russia,Ukraine","Democratic Republic Of Congo","country_flag/1.png"
10241,41,"Which country does this flag belong to?","Angola,Democratic Republic of Congo,Indonesia,Mexico,Thailand","Indonesia","country_flag/2.png"
10242,41,"Which country does this flag belong to?","Algeria,Australia,Ethiopia,Spain,Turkey","Algeria","country_flag/3.png"
10243,41,"Which country does this flag belong to?","Algeria,Chad,Columbia,Iran,Turkmenistan","Iran","country_flag/4.png"
10244,41,"Which country does this flag belong to?","Libya,Mongolia,Nigeria,Poland,Spain","Mongolia","country_flag/5.png"
10245,41,"Which country does this flag belong to?","Afghanistan,Columbia,Indonesia,Libya,Venezuela","Libya","country_flag/6.png"
10246,41,"Which country does this flag belong to?","Australia,France,Ukraine,United States Of America,Yemen","United States Of America","country_flag/7.png"
10247,41,"Which country does this flag belong to?","Egypt,Iraq,Russia,Spain,Sudan","Russia","country_flag/8.png"
10248,41,"Which country does this flag belong to?","Botswana,Democratic Republic of Congo,India,Mozambique,Vietnam","India","country_flag/9.png"
10249,41,"Which country does this flag belong to?","Afghanistan,Burkina Faso,Italy,Pakistan,Saudi Arabia","Saudi Arabia","country_flag/10.png"
10250,41,"Which country does this flag belong to?","Kenya,Mali,Argentina,Poland,India","Argentina","country_flag/11.png"
10251,41,"Which country does this flag belong to?","Brazil,Libya,Morocco,Sweden,Uganda","Brazil","country_flag/12.png"
10252,41,"Which country does this flag belong to?","Bolivia,Kenya,Mexico,Norway,Peru","Mexico","country_flag/13.png"
10253,41,"Which country does this flag belong to?","Gabon,Iran,Iraq,South Africa,Sudan","Sudan","country_flag/14.png"
10254,41,"Which country does this flag belong to?","Chad,Chile,Egypt,Indonesia,Yemen","Chad","country_flag/15.png"
10255,41,"Which country does this flag belong to?","Botswana,Burkina Faso,Egypt,Kazakhstan,Sweden","Kazakhstan","country_flag/16.png"
10256,41,"Which country does this flag belong to?","China,France,India,Indonesia,Peru","Peru","country_flag/17.png"
10257,41,"Which country does this flag belong to?","China,Ecuador,France,Oman,Philippines","China","country_flag/18.png"
10258,41,"Which country does this flag belong to?","Canada,Chad,Madagascar,Saudi Arabia,Somalia","Canada","country_flag/19.png"
10259,41,"Which country does this flag belong to?","Algeria,Angola,Australia,Mauritania,Poland","Australia","country_flag/20.png"
10260,51,"What is the population of Algeria?","no answers","40375954","country_population/Algeria.png"
10261,51,"What is the population of Russia?","no answers","143439832","country_population/Russia.png"
10262,51,"What is the population of Kazakhstan?","no answers","17855384","country_population/Kazakhstan.png"
10263,51,"What is the population of India?","no answers","1326801576","country_population/India.png"
10264,51,"What is the population of China?","no answers","1382323332","country_population/China.png"
10265,51,"What is the population of United States of America?","no answers","324118787","country_population/United States of America.png"
10266,51,"What is the population of Iran?","no answers","80043146","country_population/Iran.png"
10267,51,"What is the population of Chile?","no answers","18131850","country_population/Chile.png"
10268,51,"What is the population of Mexico?","no answers","128632004","country_population/Mexico.png"
10269,51,"What is the population of Saudi Arabia?","no answers","32157974","country_population/Saudi Arabia.png"
10270,51,"What is the population of Guatemala?","no answers","16672956","country_population/Guatemala.png"
10271,51,"What is the population of Argentina?","no answers","43847277","country_population/Argentina.png"
10272,51,"What is the population of Greece?","no answers","10919459","country_population/Greece.png"
10273,51,"What is the population of Canada?","no answers","36286378","country_population/Canada.png"
10274,51,"What is the population of Australia?","no answers","24309330","country_population/Australia.png"
10275,51,"What is the population of Brazil?","no answers","209567920","country_population/Brazil.png"
10276,51,"What is the population of Tanzania?","no answers","55155473","country_population/Tanzania.png"
10277,51,"What is the population of Indonesia?","no answers","260581100","country_population/Indonesia.png"
10278,51,"What is the population of Ethiopia?","no answers","101853268","country_population/Ethiopia.png"
10279,51,"What is the population of Colombia?","no answers","48654392","country_population/Columbia.png"
10280,60,"Which country does this land border correspond to?","Guatemala,Canada,Turkey,Egypt,Panama","Egypt","country_shape/country_shape_egypt.png"
10281,60,"Which country does this land border correspond to?","Turkey,Libya,China,France,Greece","France","country_shape/country_shape_france.png"
10282,60,"Which country does this land border correspond to?","Philipines,The Bahamas,Cuba,Russia,Portugal","Philipines","country_shape/country_shape_phillipines.png"
10283,60,"Which country does this land border correspond to?","Iceland,Cameroon,Togo,Uganda,Burma","Iceland","country_shape/country_shape_iceland.png"
10284,60,"Which country does this land border correspond to?","Panama,Oman,Poland,Ghana,Sudan","Panama","country_shape/country_shape_panama.png"
10285,60,"Which country does this land border correspond to?","USA,Canada,Jamaica,Argentina,Saudi Arabia","USA","country_shape/country_shape_usa.png"
10286,60,"Which country does this land border correspond to?","Vietnam,Malawi,Pakistan,Spain,Belgium","Vietnam","country_shape/country_shape_vietnam.png"
10287,60,"Which country does this land border correspond to?","Iran,Mali,Peru,South Sudan,Cuba","Cuba","country_shape/country_shape_cuba.png"
10288,60,"Which country does this land border correspond to?","Mexico,Haiti,Ghana,Sierra Leone,Russia","Mexico","country_shape/country_shape_mexico.png"
10289,60,"Which country does this land border correspond to?","Saudi Arabia,Pakistan,Finland,Syria,Belgium","Saudi Arabia","country_shape/country_shape_saudiarabia.png"
10290,60,"Which country does this land border correspond to?","Spain,Australia,Kazakhstan,Tunisia,United Kingdom","Spain","country_shape/country_shape_spain.png"
10291,60,"Which country does this land border correspond to?","Turkey,Peru,Paraguay,United States,Switzerland","Turkey","country_shape/country_shape_turkey.png"
10292,60,"Which country does this land border correspond to?","Greece,India,Venezuela,Angola ,Colombia","Greece","country_shape/country_shape_greece.png"
10293,60,"Which country does this land border correspond to?","Canada,Uganda,Rwanda,Colombia,France","Canada","country_shape/country_shape_canada.png"
10294,60,"Which country does this land border correspond to?","Norway,Colombia,Cameroon,Madagascar,Nigeria","Norway","country_shape/country_shape_norway.png"
10295,60,"Which country does this land border correspond to?","South Africa,Denmark,Yemen,Iran,Brazil","South Africa","country_shape/country_shape_south_africa.png"
10296,60,"Which country does this land border correspond to?","Iraq,Venezuela,Brazil,Zimbabwe,Ireland","Iraq","country_shape/country_shape_iraq.png"
10297,60,"Which country does this land border correspond to?","Indonesia,China,Armenia,Mexico,Thailand","Indonesia","country_shape/country_shape_indonesia.png"
10298,60,"Which country does this land border correspond to?","Japan,Uzbekistan,Italy,France,Austria","Japan","country_shape/country_shape_japan.png"
10299,60,"Which country does this land border correspond to?","New Zealand,Algeria,Bangladesh,Nigeria,Morocco","New Zealand","country_shape/country_shape_newzealand.png"
10300,97,"How many Malayesias fit into the continental U.S.?","no answers","24.4","country_size_ratio/question1.png"
10301,97,"How many Pakistans fit into the continental U.S.?","no answers","10.2","country_size_ratio/question2.png"
10302,97,"How many Mauritianias fit into the continental U.S.?","no answers","7.8","country_size_ratio/question3.png"
10303,97,"How many El Salvadors fit into the continental U.S.?","no answers","384","country_size_ratio/question4.png"
10304,97,"How many Costa Ricas fit into the continental U.S.?","no answers","158.4","country_size_ratio/question5.png"
10305,97,"How many Tunisias fit into the continental U.S.?","no answers","49.4","country_size_ratio/question6.png"
10306,97,"How many Germanys fit into the continental U.S.?","no answers","22.6","country_size_ratio/question7.png"
10307,97,"How many Portugals fit into the continental U.S.?","no answers","87.7","country_size_ratio/question8.png"
10308,97,"How many Greeces fit into the continental U.S.?","no answers","61.2","country_size_ratio/question9.png"
10309,97,"How many Thailands fit into the continental U.S.?","no answers","15.7","country_size_ratio/question10.png"
10310,97,"How many Armenias fit into the continental U.S.?","no answers","271.7","country_size_ratio/question11.png"
10311,97,"How many Turkeys fit into the continental U.S.?","no answers","10.3","country_size_ratio/question12.png"
10312,97,"How many Bangladeshs fit into the continental U.S.?","no answers","54.8","country_size_ratio/question13.png"
10313,97,"How many Latvias fit into the continental U.S.?","no answers","125.1","country_size_ratio/question14.png"
10314,97,"How many Indias fit into the continental U.S.?","no answers","2.5","country_size_ratio/question15.png"
10315,97,"How many Australias fit into the continental U.S.?","no answers","1.1","country_size_ratio/question16.png"
10316,97,"How many Mongolias fit into the continental U.S.?","no answers","5.2","country_size_ratio/question17.png"
10317,97,"How many Zimbabwes fit into the continental U.S.?","no answers","20.7","country_size_ratio/question18.png"
10318,97,"How many Spains fit into the continental U.S.?","no answers","16","country_size_ratio/question19.png"
10319,97,"How many Kenyas fit into the continental U.S.?","no answers","13.9","country_size_ratio/question20.png"
10320,22,"What is the distance in miles between San Francisco, CA and Las Vegas, NV?","no answers","569",NA
10321,22,"What is the distance in miles between Houston, TX and Atlanta, GA?","no answers","793",NA
10322,22,"What is the distance in miles between Denver, CO and Salt Lake City, UT?","no answers","522",NA
10323,22,"What is the distance in miles between Newark, NJ and Portland, OR?","no answers","2884",NA
10324,22,"What is the distance in miles between Los Angeles, CA and Seattle, WA?","no answers","1135",NA
10325,22,"What is the distance in miles between Providence, RI and Boston, MA?","no answers","50",NA
10326,22,"What is the distance in miles between Columbus, OH and Jacksonville, FL?","no answers","808",NA
10327,22,"What is the distance in miles between Albuquerque, NM and Dallas, TX?","no answers","644",NA
10328,22,"What is the distance in miles between Fargo, ND and Milwaukee, WI?","no answers","571",NA
10329,22,"What is the distance in miles between Charlotte, NC and Atlanta, GA?","no answers","302",NA
10330,22,"What is the distance in miles between Salt Lake City, UT and New Orleans, LA?","no answers","1747",NA
10331,22,"What is the distance in miles between Houston, TX and Pittsburgh, PA?","no answers","298",NA
10332,22,"What is the distance in miles between Burlington, VT and Bridgeport, CT?","no answers","288",NA
10333,22,"What is the distance in miles between Charleston, SC and Omaha, NE?","no answers","1291",NA
10334,22,"What is the distance in miles between Fargo, ND and Seattle, WA?","no answers","1426",NA
10335,22,"What is the distance in miles between Oklahoma City, OK and Des Moines, IA?","no answers","546",NA
10336,22,"What is the distance in miles between Portland, ME and Baltimore, MD?","no answers","504",NA
10337,22,"What is the distance in miles between Burlington, VT and Detroit, MI?","no answers","640",NA
10338,22,"What is the distance in miles between Memphis, TN and Kansas City, KS?","no answers","454",NA
10339,22,"What is the distance in miles between Chicago, IL and Richmond, VA?","no answers","799",NA
10340,25,"What is the breed of this dog?","Brittany, Bullmastiff, Golden Retreiver, Jack Russell Terrier, Labrador Retriever","Labrador Retriever","dog_breeds/dog1.png"
10341,25,"What is the breed of this dog?","Bichon Frise, Griffon Bruxellois , Maltese, Pomeranian, Weimaraner","Maltese","dog_breeds/dog2.png"
10342,25,"What is the breed of this dog?","Boston Terrier, Cocker Spaniel, Dalmatian, German Shorthaired Pointer, Shetland Sheepdog","Cocker Spaniel","dog_breeds/dog3.png"
10343,25,"What is the breed of this dog?","Old English Sheepdog, Australian Cattle Dog Border Collie, Australian Sheppard, Afghan Hound","Old English Sheepdog","dog_breeds/dog4.png"
10344,25,"What is the breed of this dog?","Bloodhound, Havanese, Labrador Retriever, Maltese, Yorkshire Terrier","Yorkshire Terrier","dog_breeds/dog5.png"
10345,25,"What is the breed of this dog?","Dachshund, Doberman, Fox Terrier, German Shepherd, Rottweiler","Doberman","dog_breeds/dog6.png"
10346,25,"What is the breed of this dog?","Bullmastiff, Cairn Terrier, Great Dane, Dalmatian, St. Bernard","Great Dane","dog_breeds/dog7.png"
10347,25,"What is the breed of this dog?","Basset Hound, Boxer, Collie, Dachshund, Norwich Terrier","Dachshund","dog_breeds/dog8.png"
10348,25,"What is the breed of this dog?","Bloodhound, Pug, English Springer Spaniel, English Mastiff, Beagle","English Mastiff","dog_breeds/dog9.png"
10349,25,"What is the breed of this dog?","Pointer, Bull Terrier, Maltese, Boxer, Bulldog","Bull Terrier","dog_breeds/dog10.png"
10350,25,"What is the breed of this dog?","Boxer, Bulldog, Beagle, Pug, Tibetan Spaniel","Pug","dog_breeds/dog11.png"
10351,25,"What is the breed of this dog?","Bichon Frise, Lhasa Apso, Pekingese, Pomeranian, Portuguese Water Dog","Pomeranian","dog_breeds/dog12.png"
10352,25,"What is the breed of this dog?","Anatolian Shepherd, Doberman, Great Dane, Mastiff, Rottweiler","Rottweiler","dog_breeds/dog13.png"
10353,25,"What is the breed of this dog?","Boston Terrier, Collie, Labrador Retriever, St. Bernard, Whippet","St. Bernard","dog_breeds/dog14.png"
10354,25,"What is the breed of this dog?","Basset Hound, Beagle, Bernese Mountain Dog, Boxer, Miniature Schnauzer","Beagle","dog_breeds/dog15.png"
10355,25,"What is the breed of this dog?","Shiba Inu, Miniature Pinscher, Miniature Schnauzer, Shih Tzu, Vizslas","Shiba Inu","dog_breeds/dog16.png"
10356,25,"What is the breed of this dog?","Bichon Frise, Boston Terrier, Boxer, English Mastiff, English Springer Spaniel","Boxer","dog_breeds/dog17.png"
10357,25,"What is the breed of this dog?","Alaskan Malamute, Dachshund, German Shepherd, Siberian Husky, St. Bernard","Siberian Husky","dog_breeds/dog18.png"
10358,25,"What is the breed of this dog?","Airedale Terrier, Irish Wolfhound, Basset Hound, German Shorthaired Pointer","Basset Hound","dog_breeds/dog19.png"
10359,25,"What is the breed of this dog?","Whippet, Pekingese, Lhasa Apso, Akita, Chow Chow","Lhasa Apso","dog_breeds/dog20.png"
10360,2,"What emotion is being expressed?","jealous, panicked, arrogant, hateful","panicked","emotion_eyes/question1.png"
10361,2,"What emotion is being expressed?","playful, comforting, irritated, bored","playful","emotion_eyes/question2.png"
10362,2,"What emotion is being expressed?","terrified, upset, arrogant, annoyed","upset","emotion_eyes/question3.png"
10363,2,"What emotion is being expressed?","joking, flustered, desire, convinced","desire","emotion_eyes/question4.png"
10364,2,"What emotion is being expressed?","joking, insisting, amused, relaxed","insisting","emotion_eyes/question5.png"
10365,2,"What emotion is being expressed?","irritated, sarcastic, worried, friendly","worried","emotion_eyes/question6.png"
10366,2,"What emotion is being expressed?","aghast, fantasizing, impatient, alarmed","fantasizing","emotion_eyes/question7.png"
10367,2,"What emotion is being expressed?","apologetic, friendly, uneasy, dispirited","uneasy","emotion_eyes/question8.png"
10368,2,"What emotion is being expressed?","despondent, relieved, shy, excited","despondent","emotion_eyes/question9.png"
10369,2,"What emotion is being expressed?","annoyed, hostile, horrified, preoccupied","preoccupied","emotion_eyes/question10.png"
10370,2,"What emotion is being expressed?","cautious, insisting, bored, aghast","cautious","emotion_eyes/question11.png"
10371,2,"What emotion is being expressed?","terrified, amused, regretful, flirtatious","regretful","emotion_eyes/question12.png"
10372,2,"What emotion is being expressed?","decisive, anticipating, threatening, shy","anticipating","emotion_eyes/question13.png"
10373,2,"What emotion is being expressed?","irritated, disappointed, depressed, accusing","accusing","emotion_eyes/question14.png"
10374,2,"What emotion is being expressed?","contemplating, flustered, encouraging, amused","contemplating","emotion_eyes/question15.png"
10375,2,"What emotion is being expressed?","irritated, thoughtful, encouraging, sympathetic","thoughtful","emotion_eyes/question16.png"
10376,2,"What emotion is being expressed?","doubtful, affectionate, playful, aghast","doubtful","emotion_eyes/question17.png"
10377,2,"What emotion is being expressed?","decisive, amused, aghast, bored","decisive","emotion_eyes/question18.png"
10378,2,"What emotion is being expressed?","arrogant, grateful, sarcastic, tentative","tentative","emotion_eyes/question19.png"
10379,2,"What emotion is being expressed?","dominant, friendly, guilty, horrified","friendly","emotion_eyes/question20.png"
10380,81,"What is the average energy consumption of a typical air conditioner (large window unit, 20,000 BTU) in Watts? As a benchmark, a typical light bulb uses 60 +AC0- 100 Watts.","no answers","1400","energy/qn1.png"
10381,81,"What is the average energy consumption of a typical alarm clock radio in Watts? As a benchmark, a typical light bulb uses 60 +AC0- 100 Watts.","no answers","2","energy/qn2.png"
10382,81,"What is the average energy consumption of a typical desktop computer (not including the monitor) in Watts? As a benchmark, a typical light bulb uses 60 +AC0- 100 Watts.","no answers","100","energy/qn3.png"
10383,81,"What is the average energy consumption of a typical iron (heated on high) in Watts? As a benchmark, a typical light bulb uses 60 +AC0- 100 Watts.","no answers","1100","energy/qn4.png"
10384,81,"What is the average energy consumption of a typical clothes dryer in Watts? As a benchmark, a typical light bulb uses 60 +AC0- 100 Watts.","no answers","3000","energy/qn5.png"
10385,81,"What is the average energy consumption of a typical vacuum cleaner (an average, best+AC0-selling model) in Watts? As a benchmark, a typical light bulb uses 60 +AC0- 100 Watts.","no answers","1400","energy/qn6.png"
10386,81,"What is the average energy consumption of a typical Wi+AC0-Fi router in Watts? As a benchmark, a typical light bulb uses 60 +AC0- 100 Watts.","no answers","6","energy/qn7.png"
10387,81,"What is the average energy consumption of a typical clothes washer (medium load) in Watts? As a benchmark, a typical light bulb uses 60 +AC0- 100 Watts.","no answers","850","energy/qn8.png"
10388,81,"What is the average energy consumption of a typical mircrowave in Watts? As a benchmark, a typical light bulb uses 60 +AC0- 100 Watts.","no answers","1200","energy/qn9.png"
10389,81,"What is the average energy consumption of a typical hair dryer (on high heat) in Watts? As a benchmark, a typical light bulb uses 60 +AC0- 100 Watts.","no answers","1500","energy/qn10.png"
10390,81,"What is the average energy consumption of a typical dishwasher (average size, on normal cycle) in Watts? As a benchmark, a typical light bulb uses 60 +AC0- 100 Watts.","no answers","1800","energy/qn11.png"
10391,81,"What is the average energy consumption of a typical 14+AC0-15 inch laptop (when plugged in) in Watts? As a benchmark, a typical light bulb uses 60 +AC0- 100 Watts.","no answers","60","energy/qn12.png"
10392,81,"What is the average energy consumption of a typical coffee maker (2 cups) in Watts? As a benchmark, a typical light bulb uses 60 +AC0- 100 Watts.","no answers","450","energy/qn13.png"
10393,81,"What is the average energy consumption of a typical bread toaster (2 slices) in Watts? As a benchmark, a typical light bulb uses 60 +AC0- 100 Watts.","no answers","1200","energy/qn14.png"
10394,81,"What is the average energy consumption of a typical cell phone charger in Watts? As a benchmark, a typical light bulb uses 60 +AC0- 100 Watts.","no answers","5","energy/qn15.png"
10395,81,"What is the average energy consumption of a typical (48 inch) ceiling fan in Watts? As a benchmark, a typical light bulb uses 60 +AC0- 100 Watts.","no answers","75","energy/qn16.png"
10396,81,"What is the average energy consumption of a typical 22 inch LED+AC0-backlit LCD display in Watts? As a benchmark, a typical light bulb uses 60 +AC0- 100 Watts.","no answers","30","energy/qn17.png"
10397,81,"What is the average energy consumption of a typical refrigerator (modern, energy+AC0-efficient model) in Watts? As a benchmark, a typical light bulb uses 60 +AC0- 100 Watts.","no answers","225","energy/qn18.png"
10398,81,"What is the average energy consumption of a typical printer (commercial used in an office, when printing) in Watts? As a benchmark, a typical light bulb uses 60 +AC0- 100 Watts.","no answers","400","energy/qn19.png"
10399,81,"What is the average energy consumption of a typical oven (on medium to high heat) in Watts? As a benchmark, a typical light bulb uses 60 +AC0- 100 Watts.","no answers","2400","energy/qn20.png"
10400,96,"What is the name of this flower?","Pansy, Iris, Dahlia, Jack+AC0-in+AC0-the+AC0-Pulpit","Iris","flowers/question1.png"
10401,96,"What is the name of this flower?","Gardenia, Apple Blossom, Calla, Begonia","Gardenia","flowers/question2.png"
10402,96,"What is the name of this flower?","Goldenrod, Chrysanthemum, Daisy, Blackeyed Susan","Daisy","flowers/question3.png"
10403,96,"What is the name of this flower?","Lilac, Lavender, Rhododendron, Bleeding Heart","Lavender","flowers/question4.png"
10404,96,"What is the name of this flower?","Orchid, Gardenia, Pansy, Caladium","Orchid","flowers/question5.png"
10405,96,"What is the name of this flower?","Calla, Dahlia, Peony, Daffodil","Dahlia","flowers/question6.png"
10406,96,"What is the name of this flower?","Hydrangea, Laurel, Azalea, Daisy","Hydrangea","flowers/question7.png"
10407,96,"What is the name of this flower?","Orchid, Poppy, Calla, Geranium","Calla","flowers/question8.png"
